MAL_ID|Name|Score|Genres|Type|Episodes|Aired|End|Producers|Licensors|Studios|Source|Duration|Rating|Ranked|Popularity|Members|Favorites|Watching|Completed|On-Hold|Dropped|Plan to Watch|Score-10|Score-9|Score-8|Score-7|Score-6|Score-5|Score-4|Score-3|Score-2|Score-1
40314|Sekaiichi Hatsukoi: Propose-hen|7.39|Comedy, Drama, Romance, Shounen Ai|Movie|1|2/21/2020||||Studio Deen|Manga|21 min.|PG-13 - Teens 13 or older|1928|4109|15616|86|369|4580|134|88|10445|382|377|655|932|425|158|43|15|8|22
40315|Code Geass: Fukkatsu no Lelouch Picture Drama|6.76|Comedy|Special|2|12/5/2019||||Sunrise|Original|9 min. per ep.|R - 17+ (violence & profanity)|4613|5084|9151|27|247|2595|142|178|5989|177|91|217|441|373|165|50|25|17|26
40316|Phantomi: Mini Anime||Magic, Shoujo|ONA||8/5/2019|6/1/2020||||Other|2 min.|G - All Ages|11545|16431|120|0|18|6|8|34|54||||2|2|1||1|2|5
40320|Tenka Hyakken: Meiji-kan e Youkoso!|5.06|Action, Adventure, Historical, Supernatural, Martial Arts, Fantasy|TV|12|10/13/2019|12/29/2019|||LIDENFILMS|Game|3 min. per ep.|PG-13 - Teens 13 or older|10530|5790|6618|7|621|1506|145|822|3524|37|21|44|150|233|341|209|142|112|108
40321|Ookami to Koushinryou VR 2||Adventure, Historical, Fantasy|ONA|9|12/9/2020|||||Light novel||PG-13 - Teens 13 or older|11377|8060|2721|7|23|138|32|28|2500|11|6|12|20|19|9|5|1|2|1
40323|Gintama: Monster Strike-hen|7.35|Action, Comedy, Parody, Samurai|ONA|2|8/29/2019|9/4/2019|Sunrise, XFLAG||Bandai Namco Pictures|Manga|11 min. per ep.|PG-13 - Teens 13 or older|2123|5074|9260|16|595|3399|173|108|4985|493|193|453|686|336|142|52|18|7|17
40327|Mewkledreamy|6.51|Adventure, Kids, Fantasy|TV||4/5/2020||Sanrio||J.C.Staff|Other|24 min.|G - All Ages|5870|6983|4165|14|1363|0|266|411|2125|53|45|72|143|138|85|32|15|11|9
40329|Crayon Shin-chan Movie 28: Gekitotsu! Rakugaki Kingdom to Hobo Yonin no Yuusha||Comedy, Seinen|Movie|1|9/11/2020||||Shin-Ei Animation|Manga||G - All Ages|13728|11269|708|1|20|90|11|26|561|6|3|11|16|10|8|||1|1
40331|Ongaku|7.36|Music, Slice of Life|Movie|1|1/11/2020|||GKIDS||Manga|1 hr. 11 min.|PG-13 - Teens 13 or older|2074|7801|3017|20|71|786|26|38|2096|57|117|203|172|59|28|14|7|7|6
40332|Kyochuu Rettou Movie|4.63|Horror|Movie|1|1/10/2020||||Passione|Manga|1 hr. 16 min.|R+ - Mild Nudity|10871|4451|12754|12|442|7409|127|199|4577|153|99|241|625|930|966|877|710|620|531
40334|Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary|6.34|Slice of Life, School|Special|1|4/21/2017|||||Original|16 min.|PG-13 - Teens 13 or older|6669|7108|3998|1|137|1816|118|99|1828|87|46|100|250|336|176|45|27|13|18
40335|Kimi dake ni Motetainda.||Slice of Life, Drama, School|Movie|1|10/25/2019||||Signal.MD|Original|54 min.|PG-13 - Teens 13 or older|15003|6307|5359|5|208|142|91|55|4863|7|3|6|18|25|24|8|4|4|
40338|Iro wo Kuu Akuma|5.49|Dementia, Music|ONA|1|8/24/2015||Kaibutsu||TYMOTE, Spoon|Original|1 min.|G - All Ages|9710|12250|476|1|6|403|3|6|58|5|2|15|42|56|68|26|20|11|28
40342|Taka no Tsume-dan x Uchicomi!||Comedy, Parody, Slice of Life|ONA|5|8/19/2019|8/29/2019|||DLE|Original|1 min. per ep.|G - All Ages|12357|15225|181|0|3|58|7|35|78|3|1||1|6|11|5|4|2|9
40344|Baumkuchen End|6.79|Music|Music|1|8/29/2019|||||Original|3 min.|G - All Ages|4477|10792|861|2|4|794|4|12|47|50|43|90|154|117|55|14|13|5|4
40351|Pokemon (2019)|7.28|Action, Adventure, Comedy, Kids, Fantasy|TV||11/17/2019||TV Tokyo, Shogakukan-Shueisha Productions, MediaNet||OLM|Game|23 min.|PG - Children|2435|2511|41344|337|23143|5|4444|3582|10170|1101|1423|3094|3646|1673|782|247|123|82|120
40352|Goal Line|6.36|Music|Music|1|8/31/2019||Bushiroad Music||SANZIGEN|Original|1 min.|PG-13 - Teens 13 or older|6607|11455|661|0|43|315|9|19|275|17|16|23|33|50|42|14|2|8|8
40353|Midnight Run feat. Nana Furuya||Dementia, Music|Music|1|6/5/2019|||||Original|3 min.|PG - Children|15535|15966|139|0|0|115|1|5|18|1||7|6|15|20|17|6|3|8
40358|Gal to Kyouryuu|6.45|Slice of Life, Comedy, Seinen|TV|12|4/5/2020|12/20/2020||Funimation|Kamikaze Douga, Space Neko Company|Manga|23 min. per ep.|PG-13 - Teens 13 or older|6170|3494|22011|57|4058|3437|1471|4693|8352|438|297|675|1149|1195|1034|632|384|272|231
40359|Ikebukuro West Gate Park|6.83|Mystery, Drama|TV|12|10/6/2020|12/22/2020||Funimation|Doga Kobo|Novel|23 min. per ep.|PG-13 - Teens 13 or older|4309|1856|66395|228|11081|18894|2108|6603|27709|937|1461|3573|6016|4140|2355|962|394|174|119
40360|Shout Our Evidence!|5.65|Music|Music|1|9/2/2019|||||Original|2 min.|G - All Ages|9275|12851|374|0|3|306|4|10|51|9|5|15|34|50|62|22|11|10|12
40361|"Shiro no Kanga""roo"" no Uta"||Music, Kids|ONA|1|9/1/2019|||||Original|48 sec.|G - All Ages|12030|15603|160|0|4|115|4|13|24|2||||6|19|11|21|13|14
40363|RoboCop||Dementia, Music|Music|1|5/15/2019|||||Original|2 min.|G - All Ages|11724|15697|154|0|0|125|3|6|20|1||2|10|8|20|13|15|9|14
40364|Takaramono||Music, Slice of Life|Music|1|9/14/2016||Sony Music Entertainment|||Original|5 min.|G - All Ages|12350|16979|83|0|1|64|1|5|12|2|1|2|7|10|10|4|3||5
40365|Ryoku Tama Shinshi: 10 Short Stories||Comedy, Demons|Special|10|4/30/2005|||||Original|2 min. per ep.|G - All Ages|11767|17343|55|0|3|17|2|10|23|2||||3|5||1||2
40367|Go! Go! Atom||Action, Sci-Fi, Adventure, Kids, Drama, Mecha|TV|52|10/3/2019|10/1/2020|TV Tokyo, Tezuka Productions|||Manga|11 min. per ep.|PG - Children|14149|12100|508|0|48|68|17|64|311|5|4|8|4|16|15|7|6|4|5
40368|Egg Car||Adventure, Comedy, Kids, Fantasy|TV|52|10/3/2019|10/1/2020||||Original|11 min. per ep.|PG - Children|13896|15546|162|3|20|14|3|41|84|6|||2|6|1||2|3|2
40369|Mini Yuri|6.75|Slice of Life, Comedy, School, Shoujo Ai|ONA|4|9/25/2019|10/16/2019|||W-Toon Studio, DMM.futureworks|Manga|5 min. per ep.|PG-13 - Teens 13 or older|4693|5527|7445|11|402|3944|100|137|2862|211|128|414|918|674|317|91|33|22|17
40372|Haikyuu!! (OVA)|7.76|Sports, Shounen|OVA|10|3/4/2020||Shueisha|||Manga|2 min. per ep.|PG-13 - Teens 13 or older|891|4386|13437|51|411|6298|224|246|6258|864|628|824|776|348|136|45|15|14|39
40373|Fly feat. 79, Kaho Nakamura||Music|Music|1|11/28/2017|||||Original|3 min.|G - All Ages|13968|16750|102|0|1|84|0|4|13|2||4|7|18|13|10|3|1|5
40375|Kick-Flight|5.81|Game, Music|ONA|1|6/4/2019||||MAPPA|Game|1 min.|PG-13 - Teens 13 or older|8816|12802|382|0|17|263|1|24|77|14|2|11|30|41|54|13|6|5|10
40376|Terrace House x Craft Boss||Slice of Life|ONA|1|8/30/2019|||||Original|1 min.|G - All Ages|12441|14590|220|0|33|49|6|37|95|1|1|2|5|7|11|3|5|1|7
40377|Robot Atom||Kids, Mecha, Sci-Fi|OVA|8|11/3/2015|||||Manga|11 min. per ep.|G - All Ages|11722|13113|340|2|9|101|10|21|199|6|1|10|5|17|15|3|6|5|5
40378|Witch Hat: Majo to Boushi no Waltz||Music, Horror, Supernatural|Music|1|4/20/2014||Rambling Records|||Music|5 min.|PG-13 - Teens 13 or older|12849|16095|135|0|1|109|0|7|18|1|3|8|13|26|12|8|1|4|4
40379|Btooom!: Bakusatsu Digest|5.85|Action|ONA|2|11/16/2012|12/19/2012||||Manga|2 min. per ep.|R - 17+ (violence & profanity)|8687|5023|9437|9|589|2475|200|240|5933|81|49|125|230|370|334|137|54|33|37
40383|Umete, Bye-Bye||Music, Dementia|ONA|1|8/10/2011|||||Original|2 min.|G - All Ages|12711|16640|108|0|1|80|1|7|19|1||1|1|13|14|15|2|3|9
40385|Chikai||Slice of Life|ONA|1|8/18/2019|||||Original|6 min.|G - All Ages|13630|15033|191|0|7|118|0|27|39|5|2|4|28|19|16|4|||8
40392|Runway de Waratte|7.65|Slice of Life, Drama, School, Shounen|TV|12|1/11/2020|3/28/2020|Mainichi Broadcasting System, Kodansha, DMM pictures|Funimation|Ezόla|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1148|1646|81601|298|7709|40249|2503|3422|27718|2466|5336|11931|9619|3462|1486|497|130|74|79
40393|Taka no Tsume-dan no Ike! ODAman||Parody, Super Power|ONA||9/20/2018|||||Original|3 min.|G - All Ages|12376|16017|139|0|21|0|14|27|77|2|||1|4||2|||4
40394|Zenonzard The Animation Episode 0|6.66|Action|ONA|1|9/10/2019||||8bit|Game|27 min.|PG-13 - Teens 13 or older|5115|7424|3553|11|247|1984|60|70|1192|83|105|230|427|281|150|73|20|14|22
40397|Maoujou de Oyasumi|8.04|Slice of Life, Comedy, Supernatural, Magic, Fantasy, Shounen|TV|12|10/6/2020|12/22/2020|Lantis|Funimation|Doga Kobo|Manga|23 min. per ep.|PG-13 - Teens 13 or older|490|1446|96017|1000|18006|42696|2547|3515|29253|5618|7898|13998|8455|2684|1101|313|140|52|67
40403|Shin Sakura Taisen the Animation|5.81|Sci-Fi, Adventure, Mecha, Shounen|TV|12|4/3/2020|6/19/2020|Sega, Sammy, Tencent Japan|Funimation|SANZIGEN|Game|23 min. per ep.|PG-13 - Teens 13 or older|8788|4335|13568|24|1523|2862|441|2302|6440|103|96|209|532|703|759|443|256|159|146
40405|Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!|5.77|Action, Sci-Fi, Police, Magic, Fantasy|Special|1|9/10/2019||||Millepensee|Light novel|23 min.|R - 17+ (violence & profanity)|8937|6836|4373|2|146|2899|63|122|1143|60|38|118|325|519|525|119|64|36|45
40406|Nanami-chan 4th Series||Kids|TV|16|6/1/2007|9/14/2007|||||5 min. per ep.|G - All Ages|15754|17052|78|0|1|20|4|17|36|1|||1|2|3|1|1||3
40407|Nanami-chan 5th Series||Kids|TV|16|6/8/2008|10/12/2008|||||5 min. per ep.|G - All Ages|15757|17167|68|0|1|18|4|19|26|1|||2|1|2|1|1|1|2
40408|Nanami-chan 6th Series||Kids|TV|16|6/14/2009|9/27/2009|||||5 min. per ep.|G - All Ages|15758|17215|65|0|1|18|4|17|25|1|||2|1|3||1||3
40410|Ring no Seraph|6.54|Action, Music|Music|1|8/29/2019|||||Original|3 min.|PG-13 - Teens 13 or older|5701|13480|304|1|3|241|1|5|54|19|21|27|29|29|24|12|3|6|4
40412|Japanda|5.28|Music, Josei|ONA|1|9/3/2019||||Fanworks|Original|39 sec.|G - All Ages|10177|13989|261|0|5|179|0|31|46|3|2|1|10|15|34|17|13|10|17
40414|Hitojichi Koukan feat. Hatsune Miku|5.9|Music|Music|1|7/5/2019|||||Original|3 min.|G - All Ages|8523|15331|176|0|5|147|3|3|18|6|2|6|21|30|16|11|4|6|6
40415|Senkou Progress||Music|Music|1|5/16/2019||XFLAG Pictures|||Original|3 min.|G - All Ages|11876|16851|94|0|1|68|1|2|22|2|1|3|6|9|11|1|2|3|4
40416|Date A Bullet: Dead or Bullet|7.51|Sci-Fi|Movie|1|8/14/2020||Nippon Columbia||GEEK TOYS|Light novel|24 min.|PG-13 - Teens 13 or older|1553|2120|55314|905|1643|17045|514|154|35958|2669|1266|3030|3884|1510|605|204|80|28|34
40417|Fruits Basket 2nd Season|8.54|Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo|TV|25|4/7/2020|9/22/2020|TMS Music|Funimation|TMS Entertainment|Manga|23 min. per ep.|PG-13 - Teens 13 or older|87|750|197274|3013|40614|79090|7825|3212|66533|17959|23670|21493|9488|3057|1196|416|131|59|121
40421|Given Movie|8.19|Music, Slice of Life, Drama, Romance, Shounen Ai|Movie|1|8/22/2020||||Lerche|Manga|59 min.||321|1734|75675|1151|1984|27699|535|133|45324|4701|5147|6688|3961|1242|388|146|36|16|53
40423|Taeko no Nichijou||Slice of Life|TV|26|10/6/2019|3/29/2020|||DLE|Manga|5 min. per ep.|G - All Ages|12323|12872|370|1|36|43|12|91|188|6|1|4|4|6|8|3|1|5|14
40425|Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!||Historical, Kids, Parody|Movie|1|2/22/2020|||||Web manga|2 hr.|G - All Ages|11114|14571|221|0|1|26|4|17|173|2|||2|4|2|2|||5
40429|Bishoujo Senshi Sailor Moon Eternal Movie 2||Demons, Magic, Romance, Shoujo|Movie|1|2/11/2021||||Toei Animation, Studio Deen|Manga||PG-13 - Teens 13 or older|13452|5831|6509|26|46|62|41|11|6349|12|4|12|11|3|1|||1|2
40430|Uchuu Seibutsu Jirou||Music, Space, Kids|ONA|1|9/20/2019||||Fanworks|Original|41 sec.|G - All Ages|12663|15707|152|0|4|108|0|16|24|1|||1|6|27|10|10|9|18
40431|Starmyu 3rd Season: Encore||Music, Slice of Life, School|Special|1|9/30/2019|||||Original|23 min.|PG-13 - Teens 13 or older|12243|10848|847|2|46|179|25|36|561|17|8|15|14|16|19|2||1|6
40435|Mo Dao Zu Shi Q|8.14|Comedy, Historical, Supernatural, Magic|ONA|30|7/31/2020|1/29/2021|Tencent Penguin Pictures||B.CMAY PICTURES|Novel|5 min. per ep.|PG-13 - Teens 13 or older|377|4964|9691|124|3844|426|289|192|4940|587|345|432|312|109|60|16|11|12|37
40436|Peter Grill to Kenja no Jikan|5.51|Harem, Comedy, Ecchi, Fantasy|TV|12|7/11/2020|9/26/2020||Sentai Filmworks|Wolfsbane|Manga|12 min. per ep.|R+ - Mild Nudity|9670|1288|111211|897|19205|44504|2768|13333|31401|4579|1184|2896|6528|9640|8588|5574|3421|2377|1944
40437|Mono no Kamisama Cocotama||Slice of Life, Kids, Magic, Fantasy|ONA|12|9/26/2019|2/21/2020|OLM|||Original|5 min. per ep.|G - All Ages|15645|15244|181|2|34|18|6|27|96|2|2|1|2|2|2|7||2|5
40438|Obsolete|5.77|Mecha|ONA|12|12/3/2019|12/1/2020|Nitroplus, Good Smile Company, Bandai Namco Arts, Bandai Namco Online||Buemon|Original|13 min. per ep.||8938|7068|4039|6|697|599|226|386|2131|20|41|102|193|248|166|117|66|46|50
40439|Xiong Chumo: Bian Xing Ji||Adventure, Comedy|Movie|1|2/16/2018|||||Original|1 hr. 30 min.|PG - Children|12904|17168|68|0|2|24|3|18|21|3|1|2|2|3|4|1|||2
40440|Xiong Chumo: Yuanshi Shidai||Adventure, Comedy|Movie|1|2/5/2019|||||Original|1 hr. 30 min.|PG - Children|12930|17110|75|0|2|21|4|20|28|3||1|1|2|4|1|2|1|2
40441|Sunny||Cars, Music|Music|1|9/6/2019|||||Original|3 min.|G - All Ages|12279|16000|138|0|0|112|1|11|14|2||1|1|6|19|15|10|8|16
40442|Initiation feat. Hatsune Miku|5.65|Dementia, Music|Music|1|12/26/2012||Sony Music Entertainment, Liberty Animation Studio|||Original|3 min.|PG-13 - Teens 13 or older|9291|13303|319|0|7|258|0|8|46|10|1|8|27|50|54|11|10|8|7
40452|Kaze to Tomoni||Kids, Music, Slice of Life|Music|1|6/1/2017||NHK|||Original|2 min.|G - All Ages|14912|16591|110|0|2|81|1|6|20|2|1|3|11|8|12|10|3||3
40453|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA|6.32|Adventure, Comedy, Romance, Ecchi, Fantasy|OVA|1|1/29/2020|||Sentai Filmworks|J.C.Staff|Light novel|26 min.|PG-13 - Teens 13 or older|6758|2180|53503|73|1145|37108|334|175|14741|1376|1228|2883|6186|6862|3446|1668|744|415|344
40454|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III|7.49|Action, Adventure, Comedy, Romance, Fantasy|TV|12|10/3/2020|12/19/2020|Movic, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE, SB Creative|Sentai Filmworks|J.C.Staff|Light novel|24 min. per ep.|PG-13 - Teens 13 or older|1610|469|298231|1678|56903|132998|6202|4974|97154|8997|15243|35465|35652|13895|5183|2028|714|333|316
40456|Kimetsu no Yaiba Movie: Mugen Ressha-hen|8.72|Action, Historical, Demons, Supernatural, Shounen|Movie|1|10/16/2020||Aniplex, Shueisha|Aniplex of America|ufotable|Manga|1 hr. 57 min.|R - 17+ (violence & profanity)|40|398|341006|4034|9994|41603|3118|378|285913|13267|10226|7525|2894|797|365|116|62|82|557
40459|Ensemble Stars! Picture Drama||Music, Parody, School|Special|12|9/26/2019|4/24/2020||||Game||G - All Ages|13922|10710|898|1|76|49|25|54|694|9|2|5|8|7|6|5|2|1|5
40460|Nakanohito Genome [Jikkyouchuu]: Knots of Memories|6.76|Game, Comedy, Drama|OVA|1|2/27/2020|||||Web manga|24 min.|PG-13 - Teens 13 or older|4633|4671|11401|28|292|4351|127|79|6552|222|174|443|832|729|306|102|30|20|21
40462|Ensemble Stars! Recap Special|6.05|Music, School, Shoujo|Special|1|9/29/2019||Frontier Works, Movic, Happy Elements, Bandai Namco Arts||David Production|Game|23 min.|PG-13 - Teens 13 or older|8023|10075|1188|2|44|570|21|62|491|19|19|20|61|74|87|17|7|17|13
40463|Kimi no Kimochi||Kids, Music|Music|1|8/1/2010||NHK|||Original|2 min.|G - All Ages|15005|16901|90|0|1|72|0|6|11|2||1|1|6|10|9|11|2|5
40464|Mobile Suit Gundam: Hikaru Inochi Chronicle U.C.|6.4|Military, Drama, Mecha|Special|1|9/26/2019||||Sunrise||44 min.|PG-13 - Teens 13 or older|6427|9105|1811|0|113|456|25|42|1175|21|18|33|66|82|37|10|9|5|4
40465|Chuubyou Gekihatsu Boy Special|6.86|Slice of Life, Comedy, School|Special|1|3/25/2020||Lantis, Ai Addiction|Sentai Filmworks|Studio Deen|Novel|24 min.|PG-13 - Teens 13 or older|4182|7059|4029|6|80|1962|51|59|1877|107|91|206|423|315|145|40|14|7|6
40468|Smileflower||Kids, Music|Music|1|6/1/2011||NHK|||Original|2 min.|G - All Ages|12108|17076|78|0|3|57|0|5|13|2||1|3|4|10|9|1||4
40473|Chou Futsuu Toshi Kashiwa Densetsu R|4.47|Comedy, Fantasy|TV|10|7/6/2020|9/28/2020|||Super Normal Studio|Other|5 min. per ep.||10929|7244|3770|3|263|397|74|479|2557|17|1|13|29|41|78|81|74|66|93
40475|Ringing City||Dementia, Music|Movie|1|3/3/2017||Geidai Animation|||Original|3 min.|G - All Ages|11714|15558|161|0|7|110|0|8|36|3||2|8|14|16|12|4|4|9
40477|Curry Meshi x Zombieland Saga|5.89|Music, Supernatural|Special|1|10/3/2019|||||Original|31 sec.|G - All Ages|8540|6121|5739|2|234|2543|62|102|2798|118|50|95|258|425|446|113|68|38|45
40478|Kamiusagi Rope x Ricordi||Comedy, Slice of Life|ONA|3|4/26/2019|10/2/2019||||Original|1 min. per ep.|G - All Ages|14835|15860|144|0|5|58|5|22|54|1|||3|4|14|5|5|3|6
40479|Karrimor Mountain Club 2||Adventure, Slice of Life|ONA|3|4/14/2019|||||Original|2 min. per ep.|G - All Ages|14896|16638|106|0|5|53|0|20|28|1||1|3|6|12|4|3|1|3
40480|Sound & Fury|6.12|Sci-Fi, Music, Samurai|Music|1|9/27/2019|||||Music|41 min.|R - 17+ (violence & profanity)|7740|9542|1530|4|31|1159|7|31|302|31|39|110|228|234|154|61|32|23|18
40482|Osu no Buu-chan||Comedy, Kids, Fantasy|Special|3|10/6/2019|||||Original|10 min. per ep.|G - All Ages|11408|16741|102|0|6|35|1|20|40||||2|7|5|3||1|2
40483|Murenase! Seton Gakuen|7.08|Comedy, School|TV|12|1/7/2020|3/24/2020|Animax, Tokyo MX, Cygames, Legs, Happinet||Studio Gokumi|Manga|23 min. per ep.|PG-13 - Teens 13 or older|3297|1179|125231|477|13505|74782|3038|6081|27825|3356|5077|14250|21663|11183|4721|1780|711|350|238
40485|Strike the Blood IV|7.05|Action, Harem, Supernatural, Ecchi, Vampire, Fantasy|OVA|12|4/8/2020|6/30/2021|Magic Capsule||Connect|Light novel|25 min. per ep.|R+ - Mild Nudity|3438|2411|44643|166|14723|8|2300|897|26715|723|488|1177|1820|1014|487|249|107|60|46
40486|Strike the Blood: Kieta Seisou-hen|6.89|Action, Harem, Supernatural, Ecchi, Vampire, Fantasy|OVA|1|1/29/2020||Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Kadokawa||Connect|Light novel|26 min.|R+ - Mild Nudity|4064|4187|14829|27|643|8077|193|111|5805|464|315|754|1633|1239|486|144|72|33|24
40487|Eily wa Ou-sama!||Comedy, Magic, Fantasy|TV|10|10/8/2019|12/10/2019||||Original||G - All Ages|13893|14007|259|0|30|25|8|84|112|6|||1|3|3|2|4|2|15
40489|Sword Art Online: Alicization - War of Underworld Reflection|6.75|Action, Game, Adventure, Romance, Fantasy|Special|1|10/6/2019||Aniplex||A-1 Pictures|Light novel|24 min.|R - 17+ (violence & profanity)|4667|2700|35675|103|1837|23891|349|549|9049|1499|873|1845|4043|3911|1803|438|214|105|185
40491|Hyperventilation|7.16|Drama, Romance, Shounen Ai|ONA|6|10/11/2017|||||Web manga|3 min. per ep.|R+ - Mild Nudity|2944|5415|8005|84|311|5202|67|54|2371|422|416|723|1047|617|288|81|48|22|30
40495|Tayo-ui Gonglyong Eodeubencheo||Cars, Historical, Kids|Special|1|9/19/2022|||||Original|17 min.|G - All Ages|12395|16948|86|0|3|30|4|23|26|2|||2|4|1|2|5|1|3
40496|Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e|7.34|Action, Demons, Magic, Fantasy, School|TV|13|7/4/2020|9/26/2020|Aniplex, Kadokawa|Aniplex of America|SILVER LINK.|Light novel|23 min. per ep.|R - 17+ (violence & profanity)|2177|377|356060|3057|48873|236529|4880|9563|56215|18424|23990|50133|58622|27479|12119|5087|2364|1209|835
40497|Mahouka Koukou no Rettousei: Raihousha-hen|7.31|Action, Sci-Fi, Supernatural, Magic, Romance, School|TV|13|10/4/2020|12/27/2020|Aniplex, Square Enix, Movic, Studio Mausu, Straight Edge, Kadokawa|Aniplex of America|8bit|Light novel|23 min. per ep.|PG-13 - Teens 13 or older|2310|742|197342|1209|40057|76107|3770|4668|72740|5607|7546|17328|21508|9606|3902|1656|628|262|247
40502|Yanoya||Music|Music|1|5/15/2011|||||Original|38 sec.|G - All Ages|12959|16633|107|0|2|84|0|5|16|2||1|4|4|15|15|5|1|7
40504|Major 2nd (TV) 2nd Season|7.6|Comedy, Sports, Drama, Shounen|TV|25|4/4/2020|11/7/2020|||OLM|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1272|4376|13317|70|3042|5440|347|326|4162|410|719|1717|1562|526|189|57|17|5|20
40506|Shadowverse (TV)|5.09|Game, Fantasy|TV||4/7/2020||TV Tokyo, Sonilude||Zexcs|Card game|24 min.|PG - Children|10501|4901|10041|26|3697|1|616|2322|3405|85|72|150|315|438|526|377|240|153|153
40508|Anata no Koe||Music, Slice of Life, Kids|Music|1|10/2/2017||NHK|||Original|4 min.|G - All Ages|13262|15743|151|1|4|107|4|8|28|4|8|7|20|15|9|1|3|2|4
40509|Kimi no Tonari ni Itai Kara||Music, Kids, School|Music|1|8/1/2019||NHK|||Original|2 min.|G - All Ages|15011|16421|118|0|0|90|1|6|21|3|1|5|15|17|11|3|7||2
40513|Nami yo Kiitekure|7.37|Comedy, Drama, Romance, Seinen|TV|12|4/4/2020|6/20/2020|Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music|Funimation|Sunrise|Manga|24 min. per ep.|R - 17+ (violence & profanity)|2033|2052|58063|99|6921|22378|2094|4517|22153|762|2270|6381|7178|2742|1258|452|151|70|73
40515|Nihon Chinbotsu 2020|6.43|Sci-Fi, Drama|ONA|10|7/9/2020||||Science SARU|Novel|25 min. per ep.|R - 17+ (violence & profanity)|6248|1537|89341|247|4740|54233|1593|3917|24858|2433|3837|7703|11610|9801|5697|3883|1890|1005|672
40517|Ano Hi no Kokoro wo Toraete|6.01|Sci-Fi, Drama|ONA|1|10/23/2019||A-1 Pictures, Omnibus Japan, Tohokushinsha Film Corporation, Sunrise Music Publishing||Sunrise|Original|7 min.|G - All Ages|8196|10100|1185|2|51|648|14|37|435|5|13|39|112|139|80|26|16|7|10
40523|Yamasuki, Yamazaki||Dementia, Music|Music|1|1/13/2022|||||Music|2 min.|R+ - Mild Nudity|12956|16562|112|0|1|92|0|5|14|1||2|6|9|10|15|5|3|7
40526|Dragon, Ie wo Kau.||Comedy, Fantasy, Shounen|TV||4/21/2022||Pony Canyon||Signal.MD|Manga||||5758|6907|25|0|0|1|0|6906||||||||||
40527|Smile||Kids, Music|Music|1|6/2/1993||NHK|||Original|2 min.|G - All Ages|12093|16871|94|0|2|67|1|6|18|2||1|2|8|12|12|1||3
40529|No Guns Life 2nd Season|7.05|Action, Sci-Fi, Drama, Seinen|TV|12|7/10/2020|9/25/2020|Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film|Funimation|Madhouse|Manga|23 min. per ep.|PG-13 - Teens 13 or older|3434|2111|55681|60|6190|22028|1422|1673|24368|557|1290|4283|7171|3195|1165|408|136|54|35
40530|Jaku-Chara Tomozaki-kun|7.01|Drama, Romance, School|TV|12|1/8/2021||Pony Canyon, APDREAM, Bit grooove promotion, Dream Shift|Funimation|Project No.9|Light novel|23 min. per ep.|PG-13 - Teens 13 or older|3614|1227|120047|932|70206|21|1733|3955|44132|2021|2052|5260|7594|3507|1595|777|383|254|255
40531|Akai Yama Aoi Yama Shiroi Yama||Kids, Music|Music|1|10/3/1974||NHK|||Music|2 min.|G - All Ages|13245|16054|135|0|1|100|2|14|18|2|1|2|4|21|24|6|1|1|6
40532|Appare-Ranman!|7.33|Cars, Comedy, Historical|TV|13|4/10/2020|9/25/2020|Lantis, AT-X, Docomo Anime Store, Sammy, Kadokawa Media House, Kadokawa, Bandai Namco Arts, Bit Promotion|Funimation|P.A. Works|Original|23 min. per ep.|PG-13 - Teens 13 or older|2185|1531|89963|360|14085|32245|4085|5333|34215|1764|3465|8851|10297|4291|1888|696|262|102|79
40539|Ichigo no Hanayome-san||Kids, Music|Music|1|6/2/1977||NHK|||Original|2 min.|G - All Ages|14557|17137|70|0|2|40|1|12|15|1||1||7|6|6||3|3
40540|Sword Art Online: Alicization - War of Underworld 2nd Season|7.42|Action, Game, Adventure, Romance, Fantasy|TV|11|7/12/2020|9/20/2020|Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa|Aniplex of America|A-1 Pictures|Light novel|24 min. per ep.|R - 17+ (violence & profanity)|1847|437|320775|3140|35168|201021|3598|5384|75604|21146|23547|40831|38817|19095|8812|5494|2733|1572|3330
